date,market_id,channel,sessions,quote_starts,bookings,media_spend,tracking_quality_pct
2026-01-23,M001,Paid Search,1417,255,64,7766,95.3
2026-01-23,M001,Organic Search,1135,159,43,579,83.0
2026-01-23,M001,Direct,4998,600,192,415,98.8
2026-01-23,M001,Email,4806,913,173,536,94.5
2026-01-23,M001,Affiliate,2345,281,104,475,92.1
2026-01-23,M002,Paid Search,606,115,40,2401,85.7
2026-01-23,M002,Organic Search,6336,760,258,390,96.8
2026-01-23,M002,Direct,3511,351,140,110,87.2
2026-01-23,M002,Email,3584,645,264,723,95.6
2026-01-23,M002,Affiliate,4265,810,186,44,89.5
2026-01-23,M003,Paid Search,1743,261,63,3347,87.1
2026-01-23,M003,Organic Search,6457,1356,312,389,79.8
2026-01-23,M003,Direct,1898,323,74,752,82.4
2026-01-23,M003,Email,2672,294,76,422,93.3
2026-01-23,M003,Affiliate,842,101,18,888,85.4
2026-01-23,M004,Paid Search,4679,842,168,3611,86.2
2026-01-23,M004,Organic Search,4429,886,159,729,91.2
2026-01-23,M004,Direct,6555,656,138,785,81.2
2026-01-23,M004,Email,3703,518,114,805,86.8
2026-01-23,M004,Affiliate,2274,432,99,385,82.6
2026-01-23,M005,Paid Search,4869,584,117,756,96.4
2026-01-23,M005,Organic Search,1533,276,102,100,89.3
2026-01-23,M005,Direct,3076,369,129,151,94.1
2026-01-23,M005,Email,5881,1000,340,375,83.7
2026-01-23,M005,Affiliate,4929,838,277,395,92.3
2026-01-23,M006,Paid Search,5495,550,110,4472,80.4
2026-01-23,M006,Organic Search,2457,197,71,817,98.8
2026-01-23,M006,Direct,1063,117,26,33,79.9
2026-01-23,M006,Email,5713,686,261,225,93.6
2026-01-23,M006,Affiliate,5989,1198,443,600,96.6
2026-01-23,M007,Paid Search,5791,1216,486,1597,91.6
2026-01-23,M007,Organic Search,4289,386,151,352,95.4
2026-01-23,M007,Direct,3259,391,94,891,81.4
2026-01-23,M007,Email,2164,303,103,600,89.8
2026-01-23,M007,Affiliate,3794,417,92,729,81.7
2026-01-23,M008,Paid Search,4160,333,93,1957,88.5
2026-01-23,M008,Organic Search,3971,437,140,168,95.3
2026-01-23,M008,Direct,6240,998,220,466,97.4
2026-01-23,M008,Email,3857,386,127,74,86.1
2026-01-23,M008,Affiliate,5436,761,228,771,87.3
2026-01-23,M009,Paid Search,3086,525,142,5430,89.8
2026-01-23,M009,Organic Search,2935,323,107,804,93.1
2026-01-23,M009,Direct,3623,725,160,791,78.7
2026-01-23,M009,Email,6398,512,179,436,85.1
2026-01-23,M009,Affiliate,6026,844,203,629,82.7
2026-01-23,M010,Paid Search,1947,253,56,4436,83.6
2026-01-23,M010,Organic Search,5817,1047,209,450,80.2
2026-01-23,M010,Direct,4981,1046,262,188,98.4
2026-01-23,M010,Email,5406,973,409,256,96.6
2026-01-23,M010,Affiliate,3032,364,91,623,83.8
2026-01-23,M011,Paid Search,4812,433,147,7383,95.7
2026-01-23,M011,Organic Search,2555,332,100,541,89.7
2026-01-23,M011,Direct,3657,622,193,335,96.6
2026-01-23,M011,Email,5416,650,189,46,94.3
2026-01-23,M011,Affiliate,5373,537,215,597,91.2
2026-01-23,M012,Paid Search,2963,326,121,2765,85.9
2026-01-23,M012,Organic Search,4184,837,243,227,86.9
2026-01-23,M012,Direct,5951,1131,430,161,78.1
2026-01-23,M012,Email,695,97,36,59,84.1
2026-01-23,M012,Affiliate,6031,965,357,508,98.4
2026-01-23,M013,Paid Search,3631,327,121,7011,96.3
2026-01-23,M013,Organic Search,6380,1404,295,780,91.1
2026-01-23,M013,Direct,544,87,33,454,87.0
2026-01-23,M013,Email,3288,395,130,15,82.3
2026-01-23,M013,Affiliate,6036,1268,330,676,79.4
2026-01-23,M014,Paid Search,4488,449,94,3002,94.2
2026-01-23,M014,Organic Search,6251,500,150,274,94.0
2026-01-23,M014,Direct,5514,1213,509,204,96.6
2026-01-23,M014,Email,7099,1349,324,848,82.5
2026-01-23,M014,Affiliate,6396,768,154,187,91.7
2026-01-23,M015,Paid Search,6489,908,272,6412,93.1
2026-01-23,M015,Organic Search,5193,623,206,129,95.4
2026-01-23,M015,Direct,6454,968,203,167,82.0
2026-01-23,M015,Email,4379,613,215,632,94.5
2026-01-23,M015,Affiliate,1954,234,91,693,92.0
2026-01-23,M016,Paid Search,1384,304,85,6299,88.2
2026-01-23,M016,Organic Search,6288,755,159,580,85.1
2026-01-23,M016,Direct,1352,135,53,627,79.4
2026-01-23,M016,Email,1260,126,39,416,89.7
2026-01-23,M016,Affiliate,6958,974,399,889,89.4
2026-01-23,M017,Paid Search,3591,431,125,2612,80.1
2026-01-23,M017,Organic Search,2792,558,151,832,82.7
2026-01-23,M017,Direct,6295,1196,431,678,95.8
2026-01-23,M017,Email,7093,1135,454,152,80.3
2026-01-23,M017,Affiliate,5238,576,225,759,78.7
2026-01-23,M018,Paid Search,6580,855,282,5989,87.4
2026-01-23,M018,Organic Search,6971,837,301,611,78.6
2026-01-23,M018,Direct,1590,254,99,263,87.4
2026-01-23,M018,Email,2328,233,82,836,79.2
2026-01-23,M018,Affiliate,2692,431,151,427,80.6
2026-01-23,M019,Paid Search,6982,1187,237,7214,78.9
2026-01-23,M019,Organic Search,2035,346,125,3,83.8
2026-01-23,M019,Direct,3837,307,80,835,78.1
2026-01-23,M019,Email,3081,555,183,286,79.3
2026-01-23,M019,Affiliate,2644,476,181,589,88.3
2026-01-23,M020,Paid Search,4998,1000,230,1506,81.5
2026-01-23,M020,Organic Search,1899,171,46,72,95.2
2026-01-23,M020,Direct,2302,253,61,207,90.7
2026-01-23,M020,Email,549,110,44,500,86.5
2026-01-23,M020,Affiliate,4652,884,168,850,89.6
2026-01-24,M001,Paid Search,5900,649,149,1907,98.2
2026-01-24,M001,Organic Search,607,103,34,725,88.3
2026-01-24,M001,Direct,6222,1120,224,176,96.7
2026-01-24,M001,Email,1901,209,44,735,85.3
2026-01-24,M001,Affiliate,805,153,31,124,95.2
2026-01-24,M002,Paid Search,6929,1455,451,4341,86.4
2026-01-24,M002,Organic Search,5402,648,220,795,79.8
2026-01-24,M002,Direct,2514,352,77,535,82.7
2026-01-24,M002,Email,4052,486,136,851,84.3
2026-01-24,M002,Affiliate,1607,257,64,664,89.6
2026-01-24,M003,Paid Search,1757,299,123,3581,80.2
2026-01-24,M003,Organic Search,5220,1096,208,35,78.1
2026-01-24,M003,Direct,5533,885,327,355,95.1
2026-01-24,M003,Email,2401,528,127,531,93.0
2026-01-24,M003,Affiliate,1025,185,46,623,97.2
2026-01-24,M004,Paid Search,2650,292,114,2728,94.4
2026-01-24,M004,Organic Search,2148,215,69,655,84.6
2026-01-24,M004,Direct,1025,82,34,534,90.2
2026-01-24,M004,Email,2019,262,52,594,86.6
2026-01-24,M004,Affiliate,6204,869,356,757,91.8
2026-01-24,M005,Paid Search,2560,205,80,2063,81.8
2026-01-24,M005,Organic Search,4861,924,286,43,85.6
2026-01-24,M005,Direct,2613,418,155,22,79.5
2026-01-24,M005,Email,6348,1397,363,822,82.9
2026-01-24,M005,Affiliate,1003,120,34,846,78.3
2026-01-24,M006,Paid Search,1716,275,110,7955,98.4
2026-01-24,M006,Organic Search,3524,705,289,68,97.8
2026-01-24,M006,Direct,4292,944,198,742,84.0
2026-01-24,M006,Email,1670,351,126,819,93.2
2026-01-24,M006,Affiliate,4668,840,328,282,83.4
2026-01-24,M007,Paid Search,1127,169,44,7281,96.6
2026-01-24,M007,Organic Search,2945,295,106,835,82.0
2026-01-24,M007,Direct,1400,266,82,526,87.2
2026-01-24,M007,Email,4965,645,206,294,79.4
2026-01-24,M007,Affiliate,2743,357,143,38,83.9
2026-01-24,M008,Paid Search,1954,332,133,3238,79.9
2026-01-24,M008,Organic Search,2050,369,151,682,79.4
2026-01-24,M008,Direct,6915,899,207,42,81.9
2026-01-24,M008,Email,5020,803,321,246,92.2
2026-01-24,M008,Affiliate,2856,286,69,248,95.2
2026-01-24,M009,Paid Search,4166,500,205,5950,90.8
2026-01-24,M009,Organic Search,3114,343,93,299,85.2
2026-01-24,M009,Direct,5968,895,197,233,79.0
2026-01-24,M009,Email,5028,955,201,727,80.0
2026-01-24,M009,Affiliate,2701,405,142,355,90.2
2026-01-24,M010,Paid Search,6548,851,179,8019,97.0
2026-01-24,M010,Organic Search,1384,235,87,562,91.5
2026-01-24,M010,Direct,1833,312,122,430,89.6
2026-01-24,M010,Email,529,95,35,582,98.9
2026-01-24,M010,Affiliate,1309,105,40,655,97.1
2026-01-24,M011,Paid Search,5866,1115,368,8193,90.6
2026-01-24,M011,Organic Search,1528,244,73,879,88.7
2026-01-24,M011,Direct,3126,500,140,312,97.4
2026-01-24,M011,Email,6097,1219,488,283,89.6
2026-01-24,M011,Affiliate,5272,580,110,391,95.3
2026-01-24,M012,Paid Search,4704,517,129,6267,91.7
2026-01-24,M012,Organic Search,6780,1288,283,131,89.4
2026-01-24,M012,Direct,844,127,47,704,84.9
2026-01-24,M012,Email,5694,968,252,641,94.2
2026-01-24,M012,Affiliate,6694,1138,387,357,98.1
2026-01-24,M013,Paid Search,1088,196,43,2488,80.0
2026-01-24,M013,Organic Search,1773,248,55,661,85.6
2026-01-24,M013,Direct,1437,172,40,265,81.0
2026-01-24,M013,Email,604,115,30,149,90.0
2026-01-24,M013,Affiliate,1480,148,59,193,84.2
2026-01-24,M014,Paid Search,4869,1071,268,2894,93.3
2026-01-24,M014,Organic Search,3438,516,139,837,92.1
2026-01-24,M014,Direct,5525,497,119,766,88.1
2026-01-24,M014,Email,892,161,42,797,79.3
2026-01-24,M014,Affiliate,5413,704,197,822,92.8
2026-01-24,M015,Paid Search,1246,100,19,2107,87.8
2026-01-24,M015,Organic Search,4441,489,127,846,80.7
2026-01-24,M015,Direct,1460,263,84,764,89.7
2026-01-24,M015,Email,5961,1133,261,184,83.8
2026-01-24,M015,Affiliate,3376,506,111,436,90.1
2026-01-24,M016,Paid Search,2046,409,123,7293,85.9
2026-01-24,M016,Organic Search,5229,575,161,57,98.5
2026-01-24,M016,Direct,1040,135,45,571,86.8
2026-01-24,M016,Email,5519,442,93,154,94.5
2026-01-24,M016,Affiliate,2585,233,58,624,88.0
2026-01-24,M017,Paid Search,6625,928,232,4764,90.7
2026-01-24,M017,Organic Search,2800,308,62,585,96.5
2026-01-24,M017,Direct,1064,96,36,42,95.4
2026-01-24,M017,Email,6559,1312,525,343,95.7
2026-01-24,M017,Affiliate,4063,488,161,246,97.5
2026-01-24,M018,Paid Search,4788,670,174,4052,88.4
2026-01-24,M018,Organic Search,1530,260,107,187,86.6
2026-01-24,M018,Direct,5305,690,255,760,97.4
2026-01-24,M018,Email,2551,255,94,575,78.1
2026-01-24,M018,Affiliate,5454,982,196,666,84.5
2026-01-24,M019,Paid Search,2487,274,79,7939,96.0
2026-01-24,M019,Organic Search,1382,124,41,221,86.7
2026-01-24,M019,Direct,1061,191,63,167,83.5
2026-01-24,M019,Email,5424,976,312,836,78.4
2026-01-24,M019,Affiliate,943,94,27,470,83.1
2026-01-24,M020,Paid Search,3433,721,288,859,89.3
2026-01-24,M020,Organic Search,626,69,24,383,87.4
2026-01-24,M020,Direct,2278,501,165,700,88.8
2026-01-24,M020,Email,3144,314,94,389,82.8
2026-01-24,M020,Affiliate,6562,656,190,73,83.5
2026-01-25,M001,Paid Search,3326,665,233,7770,87.6
2026-01-25,M001,Organic Search,1493,328,125,366,88.0
2026-01-25,M001,Direct,3908,547,142,105,80.6
2026-01-25,M001,Email,4764,429,146,562,90.0
2026-01-25,M001,Affiliate,994,179,50,126,81.6
2026-01-25,M002,Paid Search,3167,538,215,1290,85.8
2026-01-25,M002,Organic Search,1289,193,54,852,93.9
2026-01-25,M002,Direct,2588,388,85,886,83.1
2026-01-25,M002,Email,1423,199,56,250,90.5
2026-01-25,M002,Affiliate,6808,1430,486,345,84.9
2026-01-25,M003,Paid Search,4085,694,250,5585,83.0
2026-01-25,M003,Organic Search,1689,287,89,225,92.4
2026-01-25,M003,Direct,6541,1243,360,639,97.6
2026-01-25,M003,Email,3921,471,99,372,91.4
2026-01-25,M003,Affiliate,4858,534,214,94,92.6
2026-01-25,M004,Paid Search,7074,1486,282,3487,95.0
2026-01-25,M004,Organic Search,450,45,15,387,85.4
2026-01-25,M004,Direct,4064,406,81,374,97.6
2026-01-25,M004,Email,843,185,61,591,89.8
2026-01-25,M004,Affiliate,5066,861,267,397,78.2
2026-01-25,M005,Paid Search,6929,1109,399,3198,89.9
2026-01-25,M005,Organic Search,6721,1411,494,753,84.2
2026-01-25,M005,Direct,5061,455,82,619,98.5
2026-01-25,M005,Email,1685,185,61,824,92.9
2026-01-25,M005,Affiliate,914,192,67,797,90.0
2026-01-25,M006,Paid Search,1799,342,137,5139,94.3
2026-01-25,M006,Organic Search,5120,768,238,890,86.3
2026-01-25,M006,Direct,2571,514,164,271,78.3
2026-01-25,M006,Email,6932,1456,568,818,79.4
2026-01-25,M006,Affiliate,2209,398,80,285,81.6
2026-01-25,M007,Paid Search,4397,396,87,1190,88.7
2026-01-25,M007,Organic Search,6294,818,188,390,88.6
2026-01-25,M007,Direct,3643,583,175,835,86.7
2026-01-25,M007,Email,5723,572,223,546,98.5
2026-01-25,M007,Affiliate,5216,939,235,624,98.1
2026-01-25,M008,Paid Search,3536,424,161,2561,81.3
2026-01-25,M008,Organic Search,4559,547,186,145,83.5
2026-01-25,M008,Direct,936,122,41,671,96.2
2026-01-25,M008,Email,4589,413,116,877,90.0
2026-01-25,M008,Affiliate,3374,506,192,890,97.0
2026-01-25,M009,Paid Search,5003,500,165,8157,78.8
2026-01-25,M009,Organic Search,5652,1017,275,276,81.2
2026-01-25,M009,Direct,503,55,19,94,78.6
2026-01-25,M009,Email,1521,335,131,775,86.3
2026-01-25,M009,Affiliate,6732,1346,363,665,79.0
2026-01-25,M010,Paid Search,6158,1047,188,5086,78.5
2026-01-25,M010,Organic Search,1698,204,82,384,82.5
2026-01-25,M010,Direct,2875,518,192,845,96.9
2026-01-25,M010,Email,2661,426,136,769,96.1
2026-01-25,M010,Affiliate,5053,1061,255,819,90.0
2026-01-25,M011,Paid Search,1805,253,61,2840,91.8
2026-01-25,M011,Organic Search,3120,499,170,594,87.7
2026-01-25,M011,Direct,1507,136,39,4,81.6
2026-01-25,M011,Email,2253,248,82,77,96.4
2026-01-25,M011,Affiliate,1897,379,72,166,94.5
2026-01-25,M012,Paid Search,4585,596,113,1344,93.2
2026-01-25,M012,Organic Search,5139,822,197,535,86.3
2026-01-25,M012,Direct,5445,653,176,636,91.3
2026-01-25,M012,Email,5205,729,219,739,98.1
2026-01-25,M012,Affiliate,1501,195,53,114,78.1
2026-01-25,M013,Paid Search,1595,255,51,5809,90.5
2026-01-25,M013,Organic Search,5989,838,310,896,81.0
2026-01-25,M013,Direct,3930,825,338,313,87.6
2026-01-25,M013,Email,6473,712,164,850,91.0
2026-01-25,M013,Affiliate,4672,794,333,374,90.9
2026-01-25,M014,Paid Search,6417,642,250,3330,91.3
2026-01-25,M014,Organic Search,6771,1422,341,713,97.3
2026-01-25,M014,Direct,2683,510,214,594,88.0
2026-01-25,M014,Email,3926,824,280,296,86.4
2026-01-25,M014,Affiliate,5155,1134,408,844,82.2
2026-01-25,M015,Paid Search,2233,380,76,3247,96.1
2026-01-25,M015,Organic Search,5023,653,268,809,86.7
2026-01-25,M015,Direct,1109,111,30,221,97.4
2026-01-25,M015,Email,995,90,24,678,96.3
2026-01-25,M015,Affiliate,4201,714,186,222,84.9
2026-01-25,M016,Paid Search,3293,560,174,5402,96.9
2026-01-25,M016,Organic Search,7013,1192,429,511,83.6
2026-01-25,M016,Direct,553,111,30,238,90.4
2026-01-25,M016,Email,3979,358,107,200,94.3
2026-01-25,M016,Affiliate,1043,229,57,598,97.6
2026-01-25,M017,Paid Search,2611,366,106,1836,91.5
2026-01-25,M017,Organic Search,6880,1307,484,374,79.3
2026-01-25,M017,Direct,5645,790,150,757,93.2
2026-01-25,M017,Email,810,178,61,464,86.5
2026-01-25,M017,Affiliate,5109,664,226,185,89.0
2026-01-25,M018,Paid Search,2841,284,114,4489,95.6
2026-01-25,M018,Organic Search,6051,1089,381,192,95.7
2026-01-25,M018,Direct,4216,590,224,557,81.5
2026-01-25,M018,Email,3149,504,146,571,80.1
2026-01-25,M018,Affiliate,5284,793,214,439,78.9
2026-01-25,M019,Paid Search,5197,832,300,7063,86.8
2026-01-25,M019,Organic Search,2543,254,61,54,90.2
2026-01-25,M019,Direct,6418,963,289,91,93.7
2026-01-25,M019,Email,4501,540,135,368,90.3
2026-01-25,M019,Affiliate,6178,680,177,610,86.7
2026-01-25,M020,Paid Search,2633,369,114,2799,84.9
2026-01-25,M020,Organic Search,4291,687,172,505,83.3
2026-01-25,M020,Direct,3384,372,149,247,95.3
2026-01-25,M020,Email,6059,606,212,436,90.5
2026-01-25,M020,Affiliate,6346,1142,365,485,92.3
2026-01-26,M001,Paid Search,1096,230,90,7310,97.4
2026-01-26,M001,Organic Search,1146,241,72,407,78.1
2026-01-26,M001,Direct,1000,130,40,275,86.2
2026-01-26,M001,Email,5309,1062,329,780,91.6
2026-01-26,M001,Affiliate,7049,775,202,128,96.7
2026-01-26,M002,Paid Search,4380,832,250,3175,97.3
2026-01-26,M002,Organic Search,3622,688,248,465,87.5
2026-01-26,M002,Direct,7060,1483,564,50,89.8
2026-01-26,M002,Email,550,72,27,413,81.9
2026-01-26,M002,Affiliate,1456,146,38,34,90.3
2026-01-26,M003,Paid Search,4798,528,127,5560,81.3
2026-01-26,M003,Organic Search,2435,390,156,722,79.1
2026-01-26,M003,Direct,760,61,12,493,86.5
2026-01-26,M003,Email,6665,1266,392,159,78.2
2026-01-26,M003,Affiliate,2731,300,63,195,86.7
2026-01-26,M004,Paid Search,1698,340,112,7531,89.1
2026-01-26,M004,Organic Search,6288,1258,277,315,79.9
2026-01-26,M004,Direct,5462,765,275,143,81.6
2026-01-26,M004,Email,1153,104,34,890,90.5
2026-01-26,M004,Affiliate,5364,1073,376,404,90.3
2026-01-26,M005,Paid Search,3021,242,46,3673,79.8
2026-01-26,M005,Organic Search,5107,766,268,396,97.3
2026-01-26,M005,Direct,1607,177,44,550,86.7
2026-01-26,M005,Email,6859,1097,241,36,97.2
2026-01-26,M005,Affiliate,2810,365,77,750,88.3
2026-01-26,M006,Paid Search,5188,571,228,5659,85.3
2026-01-26,M006,Organic Search,3024,363,98,410,80.3
2026-01-26,M006,Direct,4330,606,158,707,92.6
2026-01-26,M006,Email,2166,173,54,87,78.8
2026-01-26,M006,Affiliate,1180,236,94,655,96.6
2026-01-26,M007,Paid Search,3202,512,102,928,82.7
2026-01-26,M007,Organic Search,629,88,30,446,88.9
2026-01-26,M007,Direct,1551,202,83,806,97.7
2026-01-26,M007,Email,912,82,22,81,80.8
2026-01-26,M007,Affiliate,5245,787,181,481,94.6
2026-01-26,M008,Paid Search,5906,945,284,1977,84.5
2026-01-26,M008,Organic Search,4798,1056,359,787,90.5
2026-01-26,M008,Direct,1720,275,50,848,81.7
2026-01-26,M008,Email,6721,1277,370,43,96.0
2026-01-26,M008,Affiliate,4964,1042,396,17,95.6
2026-01-26,M009,Paid Search,870,139,49,611,91.9
2026-01-26,M009,Organic Search,6029,1146,413,24,98.5
2026-01-26,M009,Direct,4949,495,139,748,89.3
2026-01-26,M009,Email,1687,219,53,216,93.3
2026-01-26,M009,Affiliate,6110,611,147,702,85.6
2026-01-26,M010,Paid Search,6275,753,316,2144,98.4
2026-01-26,M010,Organic Search,6316,758,273,491,78.8
2026-01-26,M010,Direct,4808,769,308,581,80.6
2026-01-26,M010,Email,3830,613,239,606,80.4
2026-01-26,M010,Affiliate,6772,948,237,76,79.6
2026-01-26,M011,Paid Search,2157,367,117,1931,85.7
2026-01-26,M011,Organic Search,3218,515,103,629,85.1
2026-01-26,M011,Direct,4503,901,171,346,94.1
2026-01-26,M011,Email,3325,698,202,293,90.8
2026-01-26,M011,Affiliate,3706,296,104,308,93.1
2026-01-26,M012,Paid Search,949,190,36,3624,82.8
2026-01-26,M012,Organic Search,6035,543,157,797,79.5
2026-01-26,M012,Direct,5052,556,156,351,98.9
2026-01-26,M012,Email,800,88,16,19,92.0
2026-01-26,M012,Affiliate,1403,112,21,352,80.2
2026-01-26,M013,Paid Search,6509,781,258,3130,82.1
2026-01-26,M013,Organic Search,2357,401,140,777,80.1
2026-01-26,M013,Direct,960,134,51,848,92.1
2026-01-26,M013,Email,853,162,57,19,84.3
2026-01-26,M013,Affiliate,754,143,47,238,84.5
2026-01-26,M014,Paid Search,2642,370,144,5663,91.2
2026-01-26,M014,Organic Search,3399,612,220,158,90.4
2026-01-26,M014,Direct,5642,621,161,245,97.4
2026-01-26,M014,Email,1750,193,71,639,92.7
2026-01-26,M014,Affiliate,551,83,23,640,98.6
2026-01-26,M015,Paid Search,462,69,19,5772,80.8
2026-01-26,M015,Organic Search,1489,208,75,717,83.2
2026-01-26,M015,Direct,1350,284,114,103,95.1
2026-01-26,M015,Email,988,207,81,778,86.7
2026-01-26,M015,Affiliate,6177,741,141,744,88.2
2026-01-26,M016,Paid Search,710,71,29,4444,94.1
2026-01-26,M016,Organic Search,2455,540,173,190,83.2
2026-01-26,M016,Direct,5570,947,322,242,87.8
2026-01-26,M016,Email,5291,582,122,139,89.2
2026-01-26,M016,Affiliate,4631,787,252,362,78.9
2026-01-26,M017,Paid Search,6749,877,342,2414,90.3
2026-01-26,M017,Organic Search,3116,592,225,326,97.7
2026-01-26,M017,Direct,1343,201,62,801,86.2
2026-01-26,M017,Email,3620,760,160,556,91.1
2026-01-26,M017,Affiliate,5760,1210,472,118,89.7
2026-01-26,M018,Paid Search,6472,1359,299,1922,97.8
2026-01-26,M018,Organic Search,6528,914,165,883,83.1
2026-01-26,M018,Direct,3904,312,109,770,95.8
2026-01-26,M018,Email,4462,714,250,530,98.8
2026-01-26,M018,Affiliate,4153,374,79,649,94.5
2026-01-26,M019,Paid Search,6787,1493,597,5690,90.3
2026-01-26,M019,Organic Search,4465,804,193,633,83.7
2026-01-26,M019,Direct,7073,707,205,143,87.8
2026-01-26,M019,Email,713,86,32,530,92.9
2026-01-26,M019,Affiliate,4729,426,124,776,87.4
2026-01-26,M020,Paid Search,4303,732,227,4381,97.6
2026-01-26,M020,Organic Search,4397,835,326,645,92.2
2026-01-26,M020,Direct,4207,799,256,11,93.4
2026-01-26,M020,Email,1712,137,27,743,82.4
2026-01-26,M020,Affiliate,497,70,17,639,96.0
2026-01-27,M001,Paid Search,3716,595,196,8161,96.6
2026-01-27,M001,Organic Search,3029,454,145,51,80.6
2026-01-27,M001,Direct,4822,627,157,861,78.3
2026-01-27,M001,Email,6707,537,172,50,86.2
2026-01-27,M001,Affiliate,2225,289,101,39,78.8
2026-01-27,M002,Paid Search,3112,467,163,5910,83.6
2026-01-27,M002,Organic Search,4426,708,290,593,98.0
2026-01-27,M002,Direct,1946,409,82,692,84.2
2026-01-27,M002,Email,2383,286,97,692,84.6
2026-01-27,M002,Affiliate,2411,338,122,824,98.2
2026-01-27,M003,Paid Search,4683,796,231,4963,88.0
2026-01-27,M003,Organic Search,4622,971,388,683,93.1
2026-01-27,M003,Direct,541,97,27,842,84.0
2026-01-27,M003,Email,4019,563,214,74,85.8
2026-01-27,M003,Affiliate,2062,165,66,635,94.5
2026-01-27,M004,Paid Search,2813,619,198,5134,87.8
2026-01-27,M004,Organic Search,3375,338,91,251,97.1
2026-01-27,M004,Direct,2202,352,109,251,81.7
2026-01-27,M004,Email,4370,612,220,157,79.0
2026-01-27,M004,Affiliate,6654,1198,491,472,81.4
2026-01-27,M005,Paid Search,6816,682,232,5201,78.5
2026-01-27,M005,Organic Search,5609,785,165,285,92.3
2026-01-27,M005,Direct,2217,288,92,583,94.3
2026-01-27,M005,Email,4405,441,159,866,83.0
2026-01-27,M005,Affiliate,2155,366,128,38,80.3
2026-01-27,M006,Paid Search,1542,293,97,4983,97.1
2026-01-27,M006,Organic Search,2292,481,139,616,93.0
2026-01-27,M006,Direct,3728,410,127,176,96.5
2026-01-27,M006,Email,1403,168,57,727,87.1
2026-01-27,M006,Affiliate,3163,253,56,879,97.0
2026-01-27,M007,Paid Search,4014,682,198,4638,98.3
2026-01-27,M007,Organic Search,3853,308,68,187,84.2
2026-01-27,M007,Direct,1426,228,64,137,96.0
2026-01-27,M007,Email,5932,1246,424,590,95.7
2026-01-27,M007,Affiliate,5292,688,131,110,86.0
2026-01-27,M008,Paid Search,2533,203,57,7085,98.1
2026-01-27,M008,Organic Search,3837,806,153,326,98.6
2026-01-27,M008,Direct,5235,733,249,173,90.4
2026-01-27,M008,Email,3339,334,120,271,84.0
2026-01-27,M008,Affiliate,1611,258,93,753,94.1
2026-01-27,M009,Paid Search,6775,678,258,7876,84.9
2026-01-27,M009,Organic Search,6152,861,241,404,96.2
2026-01-27,M009,Direct,5405,595,119,484,80.1
2026-01-27,M009,Email,3700,555,205,165,81.7
2026-01-27,M009,Affiliate,1183,237,92,436,93.5
2026-01-27,M010,Paid Search,5190,1090,371,3261,81.5
2026-01-27,M010,Organic Search,5242,1101,264,581,89.5
2026-01-27,M010,Direct,943,94,19,152,93.1
2026-01-27,M010,Email,5850,644,225,487,83.7
2026-01-27,M010,Affiliate,6541,785,275,182,78.6
2026-01-27,M011,Paid Search,4288,643,116,2634,84.8
2026-01-27,M011,Organic Search,5720,801,248,816,91.4
2026-01-27,M011,Direct,1679,185,68,830,82.3
2026-01-27,M011,Email,2099,441,168,313,85.3
2026-01-27,M011,Affiliate,3018,634,146,140,89.1
2026-01-27,M012,Paid Search,6144,492,162,954,86.0
2026-01-27,M012,Organic Search,5346,802,144,24,96.9
2026-01-27,M012,Direct,1384,125,38,240,95.6
2026-01-27,M012,Email,4319,605,157,444,83.4
2026-01-27,M012,Affiliate,844,76,24,251,82.3
2026-01-27,M013,Paid Search,4426,487,112,7586,93.7
2026-01-27,M013,Organic Search,3499,525,142,379,94.8
2026-01-27,M013,Direct,4955,595,149,715,79.2
2026-01-27,M013,Email,5995,959,336,554,83.2
2026-01-27,M013,Affiliate,4277,770,293,617,84.8
2026-01-27,M014,Paid Search,658,59,14,4033,95.7
2026-01-27,M014,Organic Search,6871,550,132,112,83.2
2026-01-27,M014,Direct,3469,590,130,574,92.8
2026-01-27,M014,Email,6630,1392,376,878,89.9
2026-01-27,M014,Affiliate,3252,455,177,473,81.4
2026-01-27,M015,Paid Search,757,129,46,5778,82.6
2026-01-27,M015,Organic Search,3199,672,175,145,98.4
2026-01-27,M015,Direct,4804,480,144,776,89.8
2026-01-27,M015,Email,3893,545,164,846,89.8
2026-01-27,M015,Affiliate,4259,767,169,885,83.6
2026-01-27,M016,Paid Search,3000,570,165,846,98.9
2026-01-27,M016,Organic Search,1130,192,67,387,83.0
2026-01-27,M016,Direct,2022,425,170,257,85.2
2026-01-27,M016,Email,2634,316,85,170,90.2
2026-01-27,M016,Affiliate,2057,288,104,5,79.3
2026-01-27,M017,Paid Search,6602,594,184,5987,80.6
2026-01-27,M017,Organic Search,3136,408,86,691,92.3
2026-01-27,M017,Direct,5852,1112,300,280,86.6
2026-01-27,M017,Email,3212,450,104,807,95.5
2026-01-27,M017,Affiliate,4735,710,170,771,95.5
2026-01-27,M018,Paid Search,2858,229,64,4411,81.4
2026-01-27,M018,Organic Search,5821,699,245,312,89.0
2026-01-27,M018,Direct,1626,358,68,429,86.3
2026-01-27,M018,Email,5027,855,333,663,80.7
2026-01-27,M018,Affiliate,1525,183,53,777,90.5
2026-01-27,M019,Paid Search,3866,387,124,4994,88.7
2026-01-27,M019,Organic Search,6330,1266,468,720,89.2
2026-01-27,M019,Direct,2602,234,91,237,89.5
2026-01-27,M019,Email,2137,171,32,203,83.8
